gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR5938419_Aligned.sortedByCoord.out	countData.SRR5938420_Aligned.sortedByCoord.out	countData.SRR5938421_Aligned.sortedByCoord.out	countData.SRR5938422_Aligned.sortedByCoord.out	countData.SRR5938423_Aligned.sortedByCoord.out	countData.SRR5938424_Aligned.sortedByCoord.out	countData.SRR5938425_Aligned.sortedByCoord.out	countData.SRR5938426_Aligned.sortedByCoord.out	countData.SRR5938427_Aligned.sortedByCoord.out	countData.SRR5938428_Aligned.sortedByCoord.out	countData.SRR5938429_Aligned.sortedByCoord.out	countData.SRR5938430_Aligned.sortedByCoord.out	countData.SRR5938456_Aligned.sortedByCoord.out	countData.SRR5938457_Aligned.sortedByCoord.out	countData.SRR5938458_Aligned.sortedByCoord.out	countData.SRR5938459_Aligned.sortedByCoord.out	countData.SRR5938460_Aligned.sortedByCoord.out	countData.SRR5938461_Aligned.sortedByCoord.out	countData.SRR5938462_Aligned.sortedByCoord.out	countData.SRR5938463_Aligned.sortedByCoord.out	countData.SRR5938464_Aligned.sortedByCoord.out	countData.SRR5938465_Aligned.sortedByCoord.out	countData.SRR5938466_Aligned.sortedByCoord.out	countData.SRR5938467_Aligned.sortedByCoord.out
SETD2	ENSG00000181555	E042	9.36140016719444	0.0108829410991385	13.8309780580193	0.000200011236120709	0.0211989010977412	0.910553899972686	1.11509760993532	0.753458875989048	3	47105997	47106120	124	-	6	13	4	3	15	15	9	7	3	9	5	4	8	17	16	10	13	17	13	12	5	17	7	19
MEX3D	ENSG00000181588	E001	73.6443854735946	0.105881841703868	12.6557610705801	0.000374410149032441	0.0296215704337901	1.79470354735823	1.94846238204575	0.517772339545705	19	1554672	1555389	718	-	52	93	83	51	74	89	97	50	76	94	64	64	85	76	74	56	54	113	103	92	92	85	39	84
MEX3D	ENSG00000181588	E003	23.2905376299026	0.106275251149155	12.7569440476895	0.000354689911895146	0.0288879189046527	1.44076601597862	1.25759756582396	-0.637221640553116	19	1555577	1556923	1347	-	12	26	95	12	45	30	40	24	20	24	30	21	14	9	12	4	20	11	25	56	14	6	9	9
GET1	ENSG00000182093	E013	7.53787709008981	0.0299461259297133	14.4125906027207	0.000146817406155704	0.0184375850424377	1.02508191142232	0.781621797483486	-0.926461159668475	21	39391227	39391476	250	+	9	11	11	5	6	19	13	13	10	11	3	7	4	6	0	5	6	9	7	4	7	5	8	6
UNC5C	ENSG00000182168	E007	15.9464282078353	0.0407498426638678	14.4510277675263	0.000143851337617039	0.0182351447409724	1.3071417213317	1.09883148322319	-0.738792264921079	4	95206628	95206796	169	-	8	43	14	12	27	28	19	28	12	21	19	25	6	13	0	4	17	25	8	17	8	17	13	13
UNC5C	ENSG00000182168	E020	12.004949521341	0.0166958895260444	10.928770799693	0.000946822941897976	0.0467436277937318	1.17448586091691	1.01408031435961	-0.579836724619764	4	95548734	95548972	239	-	7	24	14	8	29	20	21	11	5	12	13	23	5	4	16	5	12	10	7	11	10	11	13	11
RGMA	ENSG00000182175	E004	224.543244577109	0.0115963992947649	10.9037441132068	0.000959700833638571	0.0470398524536373	2.31530246751577	2.38868955803008	0.244876753869463	15	93043417	93044748	1332	-	135	237	196	139	343	403	346	151	127	321	203	211	239	193	271	189	272	268	312	334	175	270	161	253
CACNB4	ENSG00000182389	E051	114.951225521547	0.0152174514309402	23.4008636341428	1.31519478020627e-06	0.00177491741519266	2.14427636834401	1.97098404985044	-0.580785137355667	2	151839119	151839377	259	-	99	84	140	91	140	245	191	132	124	191	74	120	164	101	154	90	92	93	124	108	92	100	60	107
CACNB4	ENSG00000182389	E061	168.805643309064	0.00677796419663892	15.2511186445641	9.4120993374576e-05	0.014449394013141	2.1815314986002	2.26649695013237	0.283947066561097	2	151866028	151868913	2886	-	103	168	65	99	131	266	215	135	169	213	96	137	242	233	349	196	175	203	212	212	179	208	113	232
CEP97	ENSG00000182504	E025	189.076729981076	0.0126948440336629	12.4017903185913	0.000428922421018827	0.0316032220715658	2.32338865124924	2.23254623854834	-0.303374512630434	3	101757811	101758423	613	+	164	317	144	100	316	302	264	189	201	283	124	188	198	201	263	146	179	282	179	167	163	214	98	194
CEP97	ENSG00000182504	E034	524.811862686561	0.00285752264972204	12.447992235615	0.000418441382865301	0.03127873751008	2.70334059078039	2.7376963630612	0.114345082230274	3	101767339	101770518	3180	+	468	721	157	300	751	705	733	392	467	698	294	538	575	643	967	423	585	1027	488	392	457	783	360	663
SATB1	ENSG00000182568	E018	60.8159970394869	0.0209184751907863	13.8147403684067	0.000201747201272711	0.0212558053466588	1.7111817448707	1.86021286671528	0.503357322000546	3	18373964	18375224	1261	-	36	59	23	28	74	98	58	43	59	62	33	63	94	76	134	60	69	70	76	63	64	103	39	101
SATB1	ENSG00000182568	E044	305.175074515003	0.0164219340147371	11.1763311069616	0.000828474360597586	0.0436433629454559	2.53804509846522	2.42594767300385	-0.373614511052375	3	18423727	18424360	634	-	197	255	375	278	363	700	468	264	366	465	191	347	411	344	290	180	269	293	350	342	278	320	124	307
PLCB1	ENSG00000182621	E093	1690.36085532863	0.00578488219006593	12.0358372690932	0.000521873874048353	0.0346021833999048	3.25104879610437	3.20378454835378	-0.15710153862654	20	8881628	8883199	1572	+	1360	1000	1326	1213	1833	2961	2676	1336	2382	2816	1087	1830	1937	2039	3413	2131	1003	951	2093	1809	1540	1960	628	1809
NTM	ENSG00000182667	E022	59.2838059983302	0.0467164141468891	14.6973797685895	0.000126221769725407	0.0169071104941004	1.85381409480698	1.67365108336584	-0.60906032419171	11	132146282	132146514	233	+	31	55	111	52	96	131	110	72	71	81	61	47	81	38	63	34	51	30	45	97	37	43	27	33
RGS7	ENSG00000182901	E018	26.6805330892727	0.0302860409525448	20.1816555004376	7.04250729648618e-06	0.0038348447268047	1.55378400879273	1.32804977983819	-0.778418840072503	1	240806140	240806326	187	-	18	18	39	11	46	78	52	22	28	49	23	26	37	27	25	26	8	20	30	52	18	23	5	21
SRPRA	ENSG00000182934	E025	10.4084270726836	0.0463148040296164	13.6813983255408	0.000216589268548314	0.021876929294238	1.13100387414876	0.915041852950725	-0.793618269181512	11	126268688	126268867	180	-	16	8	18	6	20	28	21	13	13	10	13	8	21	11	0	2	7	8	9	7	5	3	4	8
EWSR1	ENSG00000182944	E028	31.9996950519533	0.0349501905723509	15.5716499501912	7.94367705359682e-05	0.013141200400074	1.60539315573128	1.4162823264488	-0.648379364855169	22	29286923	29287106	184	+	20	47	56	18	66	71	51	42	31	52	23	28	54	20	30	18	11	39	28	45	11	23	16	35
SPATA13	ENSG00000182957	E006	20.1519528130936	0.0151911773488535	15.5385318738947	8.08405519184349e-05	0.0132347143297308	1.37669753473904	1.23982771964319	-0.47829927092075	13	24249664	24249842	179	+	15	70	24	14	45	22	43	17	10	24	14	31	16	17	13	4	22	34	10	11	6	23	18	14
RGPD6	ENSG00000183054	E008	243.454097307725	0.00536488692601481	11.0633719064697	0.000880498704509416	0.0448808909996906	2.37336503744828	2.40799136453483	0.115496068251539	2	110528082	110529962	1881	-	155	254	170	114	369	457	346	191	260	304	108	215	422	256	379	211	227	288	337	285	183	299	175	385
RGPD6	ENSG00000183054	E010	107.358300328666	0.0111603249214919	12.2409406021756	0.000467522552155608	0.0326883714380887	1.99612259577283	2.0728845391771	0.257378021738528	2	110530104	110531130	1027	-	64	98	48	58	176	169	140	82	119	127	40	103	179	112	114	113	106	178	132	114	117	156	58	195
RGPD6	ENSG00000183054	E013	1869.05553636462	0.00711211212814902	10.8836824979207	0.000970151654557078	0.0472899086712068	3.30702653403256	3.23549575671756	-0.23774755068378	2	110534011	110535590	1580	-	1380	2051	2101	1121	2542	3422	2613	1673	2410	2899	910	1826	2801	2019	2455	1572	1310	2254	2081	1817	1706	2202	932	2049
RGPD6	ENSG00000183054	E032	48.2002523246543	0.00502550291139414	11.93524181497	0.000550819780701903	0.0355205705531414	1.65966450908581	1.72832436012427	0.232797801791572	2	110551724	110551811	88	-	26	54	33	19	82	70	56	50	51	56	20	35	67	67	75	43	42	69	59	64	47	62	35	78
RGPD6	ENSG00000183054	E040	33.0494891082114	0.00852928815527174	14.6170528179259	0.000131717243003229	0.0173368594097477	1.47892781217059	1.58623842502841	0.367282223488848	2	110566952	110567375	424	-	29	32	12	14	48	56	28	32	35	39	9	26	48	47	68	37	36	49	47	33	31	50	16	46
CSMD1	ENSG00000183117	E003	105.977010170325	0.00556439701229339	12.7005250416102	0.000365552923015118	0.0293063145519605	2.07014486054623	1.98756249075905	-0.276927946660752	8	2938099	2938744	646	-	57	74	98	79	150	228	200	99	153	156	61	114	150	110	107	78	92	87	114	185	69	92	69	118
CSMD1	ENSG00000183117	E024	7.38620529850726	0.0650575940816685	17.9651813673829	2.2498282556866e-05	0.00704488347779521	0.70916772102427	1.068859154647	1.37976211974772	8	3043721	3043788	68	-	4	5	2	2	8	7	3	5	7	7	1	1	12	14	27	9	15	7	10	9	18	3	4	14
ZNF623	ENSG00000183309	E004	549.334054149363	0.00328432275227869	13.2045157780888	0.000279275389588711	0.0253579967655871	2.75429274507337	2.72143296685195	-0.109357848593353	8	143649898	143652376	2479	+	457	633	567	404	760	1104	811	441	563	757	322	549	570	572	739	501	457	651	646	584	472	568	343	542
ZNF623	ENSG00000183309	E006	339.563057115315	0.00393646891776267	14.9933964664647	0.000107888051624687	0.0154973138379532	2.50631392606358	2.55560333684977	0.164219717731527	8	143653731	143656418	2688	+	292	357	215	224	468	593	440	257	356	505	146	330	369	408	457	319	309	476	415	368	351	408	242	399
GRIN2A	ENSG00000183454	E012	55.1149694225241	0.00485638335971413	14.2999679335589	0.00015586753385095	0.0188463296380356	1.78553633727033	1.7014287860639	-0.284544060176938	16	9768851	9769089	239	-	35	27	77	34	81	113	103	46	80	69	46	60	64	49	89	62	31	43	54	79	49	44	21	51
ASB7	ENSG00000183475	E009	44.9171161229128	0.0167468548214786	10.8876663297692	0.000968067214950232	0.04725936967121	1.71334182724011	1.5944406329487	-0.403973688925167	15	100629437	100630042	606	+	32	44	59	34	64	68	65	50	57	65	36	47	52	33	74	29	39	48	46	41	36	51	27	35
NDUFB1	ENSG00000183648	E004	38.4686607862892	0.0310640148523628	16.4698366437143	4.94302571436022e-05	0.0101164035504376	1.66830983713871	1.50684363783762	-0.550699994106849	14	92117498	92117642	145	-	44	35	40	36	41	99	47	60	45	73	21	38	50	30	84	33	10	42	25	46	28	36	6	21
TBK1	ENSG00000183735	E051	12.2683743209234	0.0140553713511679	11.1114427717371	0.00085796722629642	0.0441734862063399	1.19944744714866	1.02701355517607	-0.621031151013671	12	64474230	64474390	161	+	12	19	12	9	18	19	25	12	16	20	6	11	15	7	11	21	2	15	15	11	8	10	5	12
NPIPA5	ENSG00000183793	E002	26.5085081184034	0.022674988466477	11.1108653928383	0.000858234363845829	0.0441734862063399	1.36826726365692	1.50477989907267	0.470792429465821	16	15364876	15364932	57	-	9	45	12	13	34	38	24	14	15	28	18	25	33	27	52	13	55	40	26	61	24	41	20	32
FAM120C	ENSG00000184083	E016	11.7739125143681	0.0082633496149219	22.7015133481214	1.89218788557174e-06	0.00206750228225067	1.19595879085496	0.974537477659387	-0.802325619536076	X	54159370	54159616	247	-	12	22	12	9	21	27	21	13	14	17	10	14	12	8	0	10	9	13	12	17	5	8	4	9
PCDH9	ENSG00000184226	E003	244.638320283621	0.0239368250314814	13.7642236335886	0.00020724560711177	0.0214540728255868	2.44288157440425	2.3312940992472	-0.372216344029364	13	66304604	66304955	352	-	217	353	227	172	392	369	332	227	280	264	206	283	246	202	529	200	163	302	226	254	210	271	111	203
PCDH9	ENSG00000184226	E010	21523.9149484975	0.0265887705718497	11.2437639209212	0.000798909797488143	0.0428016992583274	4.29137684929872	4.36936354816649	0.259078329950773	13	67201015	67225404	24390	-	18983	34010	5467	10090	29982	22696	22998	16880	15019	22476	14567	24452	19141	26165	49553	20432	20095	49128	18599	15599	24581	34589	13998	24639
PCDH9	ENSG00000184226	E011	8418.81095155375	0.0215184066978996	12.6896237017182	0.000367690257931462	0.0293771359339839	3.95819393197527	3.89086481191943	-0.223689136513642	13	67225405	67228575	3171	-	7005	15360	6129	5203	11993	11266	11178	7099	7962	9558	6851	10033	8022	8260	14067	6514	7786	12774	7707	8027	7986	11107	5085	7096
CCSER1	ENSG00000184305	E039	10.5272038694069	0.00747516429693532	11.1673683018475	0.000832486311175591	0.043689133198371	0.981725622373533	1.12057225251994	0.506489929973347	4	91017158	91017304	147	+	3	9	4	6	11	12	11	7	7	20	3	7	19	18	17	15	15	14	12	14	15	19	5	11
MAP7D2	ENSG00000184368	E004	54.5657517334591	0.00864724140830349	19.3078474156773	1.11248186242091e-05	0.00485131888757774	1.7903979249023	1.68846953248225	-0.344898062885879	X	20010777	20011052	276	-	48	44	58	54	82	173	87	60	66	99	26	53	78	53	67	30	44	67	43	52	33	45	18	45
COPB2	ENSG00000184432	E041	78.4773428882485	0.0105880427372479	12.9828443452977	0.000314358052029787	0.027152645287714	1.84594279144931	1.95163343506485	0.35559730347302	3	139380011	139383297	3287	-	56	108	44	37	121	98	100	60	65	84	43	63	92	101	216	74	81	110	79	68	86	104	58	96
WDR27	ENSG00000184465	E043	72.7705784634651	0.00729132835756236	10.8609755849743	0.000982119430057267	0.0475396645571672	1.8276175570529	1.90947023951833	0.275645241630236	6	169669521	169670356	836	-	41	97	46	40	77	132	104	64	76	88	31	53	122	86	120	61	104	84	89	88	77	76	54	83
NELL2	ENSG00000184613	E009	63.5525720101078	0.0199100010368249	11.3186809401464	0.000767312012537237	0.0419604791130724	1.87033979579325	1.73830732818879	-0.445622872276109	12	44522000	44522176	177	-	39	42	87	53	83	157	90	62	84	99	56	66	84	48	98	38	29	78	60	79	59	71	16	54
RALYL	ENSG00000184672	E012	13.6056196924485	0.0188262095957702	19.7080895956	9.02186456851648e-06	0.00432187311246282	1.25580735207655	1.02337618301614	-0.833389246230745	8	84529299	84529464	166	+	15	11	17	18	21	17	17	17	19	23	11	15	12	6	11	7	8	21	8	19	8	18	5	9
UBE2G2	ENSG00000184787	E006	11.2932570109759	0.0273129675883958	12.8380586901386	0.000339639805152306	0.0282779216539736	1.17993627221399	0.972007885835932	-0.75481048884255	21	44771295	44771489	195	-	6	13	12	9	18	27	26	18	7	18	11	15	12	9	2	8	6	14	15	14	6	7	3	13
OSBP2	ENSG00000184792	E017	9.65033681153376	0.0658322698446431	12.0092210833864	0.000529379773262546	0.0347891653020761	0.899361636154288	1.14584812546084	0.906246758954722	22	30844483	30844687	205	+	1	9	13	6	8	24	7	7	4	5	4	12	12	11	28	8	14	12	8	15	15	5	9	14
SORCS2	ENSG00000184985	E031	16.8954545515607	0.00799338814111437	12.4967876421485	0.000407652367557513	0.030946574656907	1.29756060479025	1.19128156722754	-0.374439554824706	4	7740200	7740720	521	+	13	19	23	6	50	39	28	22	17	26	16	18	23	5	17	7	18	8	24	21	9	14	8	11
ANKS1B	ENSG00000185046	E001	9.6283286473256	0.0259684632815225	11.2483666902992	0.000796931110750687	0.0428016992583274	1.10971795742653	0.913100911153935	-0.724450826812828	12	98726457	98726709	253	-	11	13	14	4	20	22	12	6	12	10	9	12	9	12	5	4	12	7	4	10	4	7	10	13
ANKS1B	ENSG00000185046	E037	18.8331882625719	0.0237414052227357	13.9842612428686	0.000184347326688336	0.020488045864153	1.39340345063952	1.2083784895659	-0.647285797911504	12	98829252	98829353	102	-	9	30	7	13	48	52	38	17	20	23	14	26	31	18	11	11	17	22	16	16	4	22	10	28
FLRT2	ENSG00000185070	E017	7.85829189610695	0.0386623411854781	12.7137399292067	0.000362978784399046	0.0292203931023755	0.811372369392527	1.03991494335327	0.863147448710558	14	85562643	85562698	56	+	5	5	2	4	1	15	4	6	6	9	1	8	7	12	16	10	26	10	11	13	5	8	7	12
FLRT2	ENSG00000185070	E019	26.4515409601001	0.00511318123090419	15.3184229483251	9.08264057215296e-05	0.0141930075875928	1.38265550433217	1.49034873748546	0.371379711469904	14	85562744	85563050	307	+	13	17	12	12	24	57	35	23	23	38	10	16	42	33	33	24	33	27	28	53	28	36	25	50
KIAA0825	ENSG00000185261	E009	9.73080973632976	0.0176687193838065	17.3933848447112	3.03881753877823e-05	0.00814084987261783	1.13955962767206	0.910193412373586	-0.842636032815325	5	94403569	94403793	225	-	10	9	13	3	15	25	17	8	12	22	5	16	9	6	6	10	7	10	4	19	3	8	6	10
UBALD2	ENSG00000185262	E008	89.6412437613101	0.065415363892918	11.3682572047229	0.000747099456005537	0.0413169271970007	1.91235448551483	2.00228101517001	0.30206818646165	17	76270587	76271298	712	+	66	91	87	48	154	111	105	74	86	127	50	83	81	98	214	75	105	97	113	116	69	120	56	95
ZBTB37	ENSG00000185278	E012	1403.22775836043	0.0107134138319222	13.1396183367087	0.00028911674532173	0.0257530596303378	3.11809086780119	3.17585945429346	0.192040095761163	1	173887453	173903547	16095	+	1135	2847	468	704	2204	2052	1582	1190	999	1591	841	1453	1477	1490	2301	1208	1505	2505	1296	1422	1350	1816	1218	1586
RGPD2	ENSG00000185304	E006	312.050710380128	0.0125323668695674	12.3662794670396	0.000437157879801283	0.0318918643504543	2.53788347792873	2.45190733453096	-0.28652485741914	2	87782670	87784347	1678	-	233	298	494	180	394	657	410	326	471	426	161	216	472	340	299	262	155	374	387	543	192	407	76	299
RGPD2	ENSG00000185304	E018	11.2177614606936	0.0252812460010356	18.8395920739584	1.42184820504794e-05	0.00542614164929157	0.967562553865731	1.19570041456453	0.82735231900807	2	87800605	87800692	88	-	2	13	12	4	14	16	5	6	13	12	4	3	20	13	30	10	15	15	16	20	10	25	5	18
TMT1A	ENSG00000185432	E008	381.795911763561	0.00654715598953703	13.6667334645663	0.000218287334800821	0.0219066771517447	2.54008657067521	2.60253618967039	0.208011810483313	12	50931615	50932438	824	+	289	394	64	154	575	594	301	302	167	413	189	334	411	676	738	374	345	938	382	384	416	390	440	621
PBX1	ENSG00000185630	E048	69.1867891233293	0.0226774806305144	17.7284400953819	2.54788732312807e-05	0.00735274620646964	1.93351578467253	1.74467081988628	-0.636625649013498	1	164846584	164846955	372	+	37	54	97	43	106	208	142	84	71	110	59	63	71	55	90	44	66	61	76	89	32	45	39	62
ZBTB3	ENSG00000185670	E001	15.5166115281811	0.0175317650871061	14.8424656737446	0.000116874007932284	0.0160994856087285	1.11221557581269	1.29166186972032	0.636406997803123	11	62748319	62748688	370	-	16	30	6	7	17	14	12	7	11	10	5	12	14	23	27	16	20	35	11	16	15	24	17	31
NRG3	ENSG00000185737	E002	74.0686519989651	0.0610744924700076	11.8255002374141	0.000584250158406914	0.0365245535049802	1.96859880838235	1.76325668909739	-0.691640049453094	10	81875341	81876163	823	+	44	41	141	47	115	181	141	70	95	94	67	73	94	53	33	30	87	49	83	149	40	51	47	57
KCNQ5	ENSG00000185760	E008	35.1814144945082	0.0190856548239467	11.9031936860349	0.000560377827298194	0.0357524260736567	1.49225222886604	1.62209480566521	0.443675828141086	6	72630473	72630591	119	+	24	31	19	18	33	62	52	29	27	61	11	24	60	37	50	50	34	28	45	50	27	50	24	70
KCNQ5	ENSG00000185760	E009	42.5073636720163	0.00584044722528664	50.0126566344145	1.52757471079721e-12	7.42752651630926e-08	1.53024931882764	1.72918942906497	0.676888775753585	6	72640734	72640874	141	+	31	25	13	18	34	70	59	24	47	58	18	28	66	61	81	58	56	44	55	48	37	65	34	72
KCNQ5	ENSG00000185760	E011	45.6109530382137	0.00948827748850773	18.1323814395701	2.06067181248377e-05	0.00667607085836617	1.6076453130842	1.72921540731782	0.412733361938844	6	72678354	72678558	205	+	28	38	16	20	48	106	56	37	53	58	24	31	71	65	59	43	59	41	58	48	41	67	35	88
KCNQ5	ENSG00000185760	E038	412.778242615537	0.00635803347290018	20.7469368263112	5.24153543997235e-06	0.00349122161229829	2.66632396787967	2.56234473852418	-0.346255059286586	6	73194452	73195454	1003	+	296	342	391	351	603	1130	683	375	585	747	174	394	595	407	592	236	452	318	447	376	316	366	197	420
MORF4L1	ENSG00000185787	E052	47.8310005721376	0.0128026491705914	14.271564119304	0.000158237403724731	0.0189531519683847	1.62935838897045	1.73773887242521	0.367672045735209	15	78892314	78893018	705	+	24	66	14	22	70	64	47	53	35	48	27	43	70	63	79	56	59	74	46	60	40	55	45	75
LAMP1	ENSG00000185896	E006	16.51112139793	0.0424497697995858	12.4608979950279	0.000415560113021842	0.0311577168472799	1.32685831536922	1.13473201475951	-0.67847547534431	13	113319469	113319656	188	+	17	27	22	7	40	49	21	22	5	23	16	23	26	14	20	4	12	29	11	9	7	8	11	8
BICD2	ENSG00000185963	E001	474.46826985649	0.0169602635036062	11.209168013826	0.000813942035845108	0.0432527908293953	2.62920269068828	2.72392901744254	0.315339436702036	9	92711363	92713461	2099	-	356	483	447	285	601	712	592	375	473	621	291	510	533	526	924	499	442	623	524	585	423	551	291	463
ZNRF1	ENSG00000186187	E007	7.53020551321897	0.00984630261467038	15.3777283050069	8.8019660877284e-05	0.0139633930532991	0.80268342359699	1.03290199065328	0.871688664400192	16	75084429	75084637	209	+	5	8	9	2	5	9	8	5	7	3	4	4	14	5	20	12	7	5	13	20	7	10	4	9
MRTFB	ENSG00000186260	E015	129.75468296573	0.0197802806155409	12.3538767429168	0.000440071684945261	0.0319486620983805	2.04555131909666	2.18074527148116	0.452606880271924	16	14141530	14144785	3256	+	66	133	74	56	139	246	138	103	137	148	64	117	201	147	208	138	127	166	160	202	120	147	97	253
NKRF	ENSG00000186416	E005	233.349585681325	0.00383009827869434	16.7878993819647	4.17989970841917e-05	0.00929574821161735	2.38985313976386	2.34322373094715	-0.155568802566654	X	119589352	119591081	1730	-	178	234	231	172	300	408	352	202	312	384	111	249	288	283	202	196	213	278	248	243	240	257	112	244
GPATCH8	ENSG00000186566	E015	21.8967164559318	0.018402048797878	21.5234031864055	3.49536820821666e-06	0.00275571644673482	1.26783249242365	1.44811811567439	0.626591465488975	17	44436546	44436787	242	-	8	37	8	8	31	38	14	21	16	20	9	12	37	18	45	19	24	40	38	33	18	28	21	40
GPATCH8	ENSG00000186566	E019	100.828192711737	0.0429965055926976	11.1047760906124	0.00086105684297468	0.0442570474375876	1.93850734012493	2.06928616464134	0.438803470878098	17	44464545	44465935	1391	-	53	142	31	31	108	191	114	77	84	132	65	78	173	148	169	92	127	118	134	97	94	131	76	182
ARAP1	ENSG00000186635	E071	7.96755616712228	0.0111310696266883	12.6749745316718	0.000370582262469077	0.0294469679818204	1.01813352570871	0.813443958691099	-0.775189268824077	11	72726620	72727172	553	-	7	24	11	4	15	13	16	8	9	12	12	10	10	2	2	4	8	4	7	9	3	8	0	4
PDE2A	ENSG00000186642	E006	55.3382963054246	0.0193073383905713	13.5482694365672	0.00023250570491378	0.0227925905040781	1.78698764045827	1.69876418347225	-0.29847714828817	11	72577296	72577544	249	-	33	31	81	52	71	116	105	50	64	86	47	60	56	59	57	39	33	40	67	101	52	64	6	35
SPIN2B	ENSG00000186787	E004	18.2811923336852	0.0106091717502315	17.7656589264065	2.4985251909913e-05	0.00735274620646964	1.34283140193714	1.21370598975095	-0.452907014828325	X	57120102	57120404	303	-	14	24	14	19	23	49	24	22	28	34	10	16	14	19	28	13	12	19	20	12	17	20	5	15
MAPT	ENSG00000186868	E037	15.105167293337	0.0457977577741323	12.8590201895827	0.000335856398924513	0.0281588203474355	1.29471481994955	1.08787520247582	-0.734926932662364	17	45996399	45996610	212	+	11	21	23	8	38	41	36	15	17	25	15	7	12	21	5	6	10	13	7	24	4	12	9	15
ZDHHC17	ENSG00000186908	E054	238.704738402608	0.00494253038662662	23.005689403039	1.61522677894242e-06	0.001882470648546	2.42157113804252	2.33718276549261	-0.281509181277674	12	76850847	76851392	546	+	209	273	142	184	355	398	350	215	302	367	111	229	298	240	365	228	203	364	213	227	229	269	108	270
NAP1L1	ENSG00000187109	E003	208.808416384417	0.00472945349197733	14.0098770795354	0.000181852855194683	0.0203509559261074	2.3521585584914	2.28981583661902	-0.208092633473822	12	76047155	76047594	440	-	160	287	93	152	266	324	267	187	263	365	126	227	226	241	254	195	163	381	221	202	172	259	106	220
SHTN1	ENSG00000187164	E018	22.6568079240417	0.0509284233345411	12.5804342958322	0.000389806138987399	0.0301010660520381	1.46179019618864	1.23555552425821	-0.787246277188215	10	116954049	116954210	162	-	15	70	19	21	53	37	46	33	19	14	34	19	21	16	16	5	9	52	13	20	8	22	6	11
MAGI2	ENSG00000187391	E024	34.979465851945	0.0581033540678586	12.00004731912	0.000531991997369636	0.0348178050378668	1.65876142276303	1.42623294256517	-0.795544991472285	7	78127197	78127416	220	-	24	49	73	31	67	77	53	40	23	35	28	37	43	40	32	16	35	32	32	47	7	27	17	23
MAGI2	ENSG00000187391	E044	117.185514789122	0.0099591270006615	12.7988343276901	0.000346835390719103	0.0285591485231752	2.02610333335828	2.1161589175775	0.301724255614189	7	78251414	78255768	4355	-	77	157	37	52	223	192	116	79	117	121	57	90	163	142	209	99	198	147	123	126	137	129	99	171
RGPD1	ENSG00000187627	E013	11.2136931459507	0.029984416056114	17.8822629713823	2.35001145678328e-05	0.00712266355354599	0.979343400192082	1.18441469471939	0.743484229705651	2	86969228	86969315	88	+	2	13	12	4	14	16	5	7	13	12	4	3	20	13	30	10	15	15	16	20	9	25	5	18
RGPD1	ENSG00000187627	E027	473.298282532719	0.0157234165119663	16.4414102573243	5.01770247320666e-05	0.0102081902658882	2.72477011881401	2.62494870224655	-0.332303669796413	2	86985576	86987799	2224	+	385	465	706	271	588	952	599	503	716	644	232	347	701	560	422	412	241	530	637	794	275	620	156	422
B3GLCT	ENSG00000187676	E012	8.95220789977823	0.0274918487313998	16.8388409001081	4.06918867979826e-05	0.00927579323677506	0.835869559512485	1.1052055504251	1.00435789608126	13	31283069	31283306	238	+	3	8	3	4	9	13	5	8	7	7	3	3	9	11	25	12	14	18	6	6	17	14	12	12
THSD4	ENSG00000187720	E008	8.08159226478126	0.0278503745018292	17.5050863811754	2.86540076232701e-05	0.00789373264966721	1.07512017799609	0.806546308493316	-1.01030675784509	15	71242649	71243096	448	+	5	5	26	4	7	16	11	6	7	12	7	10	6	3	7	3	7	3	14	19	4	3	8	6
DIPK1C	ENSG00000187773	E002	103.643296663962	0.00709754224393187	23.0633605157509	1.56749455575767e-06	0.001858933848405	1.98149468459895	2.04433103294593	0.210785758486723	18	74435728	74436719	992	-	108	150	15	74	177	138	117	64	68	102	82	118	91	106	143	98	68	167	124	137	134	124	78	133
TMEM220	ENSG00000187824	E003	18.6182602502944	0.00918992373450909	12.0726688748751	0.00051166400780604	0.0342716800998462	1.34934918503908	1.22403264709522	-0.439070420298967	17	10714676	10715421	746	-	15	36	9	8	44	28	31	29	18	34	14	16	15	14	11	13	11	19	18	27	17	13	14	26
DNER	ENSG00000187957	E001	984.554541406902	0.0642830397174162	11.8819475677833	0.000566806411251432	0.0359554183095608	2.90502129395011	3.07841899397889	0.576606315575608	2	229357629	229358651	1023	-	983	1520	237	674	1454	909	1006	574	1013	1158	454	1023	1003	1232	1713	1129	821	2103	909	1342	987	1255	618	1083
DNER	ENSG00000187957	E002	64.4501304355703	0.0268371038203644	25.8715578815537	3.64906424178501e-07	0.000814769087534933	1.85003498172205	1.76061523530313	-0.301779174348251	2	229366873	229367119	247	-	52	108	51	69	148	114	79	69	73	93	47	68	70	33	84	36	76	74	54	74	42	52	35	44
DNER	ENSG00000187957	E011	25.408709169814	0.062696966955087	10.7277590018725	0.00105540186771331	0.0493905726793302	1.4547988517717	1.37665815440764	-0.269957839264982	2	229585858	229586024	167	-	21	59	37	23	53	56	32	19	22	29	19	16	20	17	53	23	24	31	10	43	19	15	3	19
